<肖申克的救赎>
朴信惠 Shin-hye Park,演员 Actress (饰 李艺胜),7号房的礼物,匹诺曹,继承者们
郑镇荣 Jin-yeong Jeong,演员 Actor (饰 科长),7号房的礼物,王的男人,国际市场
金正泰 Jeong-tae Kim,演员 Actor (饰 姜万范),7号房的礼物,假如爱有天意,邻居
吴达洙 Dal-su Oh,演员 Actor (饰 苏杨浩),辩护人,7号房的礼物,老男孩
朴元尚 Won-sang Park,演员 Actor (饰 崔春浩),7号房的礼物,W-两个世界,举重妖精金福珠
郑满植 Man-shik Jeong,演员 Actor (饰 申奉植),7号房的礼物,黄海,听见你的声音
葛素媛 So-Won Kal,演员 Actress (饰 李艺胜),7号房的礼物,蓝色大海的传说,花游记
吴昌庆 Chang-kyeong Oh,演员 Actor (饰 (刑警)),7号房的礼物,奸臣,哦！文姬
赵德贤 Deok-hyeon Jo,演员 Actor (饰 崔東勳),7号房的礼物,匹诺曹,金秘书为何那样
全宪泰 Jeon Heon-tae,演员 Actor (饰 (警察班長)),7号房的礼物,骗子,坏家伙们
崔录运 Ro-woon Choi,演员 Actor (饰 振旭),7号房的礼物,需要浪漫3,好医生
金基天 Ki-cheon Kim,演员 Actor (饰 徐盧仁),7号房的礼物,信号,恶之花
李柱灿 Joo-chan Lee,演员 Actor,7号房的礼物,特殊失踪专案组：失踪的黑色M,你也是人类吗?
吕茂英 Moo-yeong Yeo,演员 Actor (饰 (法官)),7号房的礼物,追击者,魔女
尹善宇 Sun-woo Yoon,演员 Actor (饰 (模擬法庭檢察官)),7号房的礼物,棒球大联盟,步步惊心：丽
韩利进 Yi-jin Han,演员 Actor (饰 (犯人)),7号房的礼物,秘密花园,仁显王后的男人
卢康民 No Kang-min,演员 Actor,7号房的礼物,男与女,云画的月光
郑熙泰 Hee-tae Jung,演员 Actor (饰 朴班長),7号房的礼物,蒙太奇,财阀家的小儿子
郑涵妃 Han-bi Jeong,演员 Actress (饰 班主任),7号房的礼物,信号,隧道
赵在允 Jae-yun Jo,演员 Actor,7号房的礼物,太阳的后裔,黄海
姜睿序 Ye-Seo Kang,演员 Actress (饰 崔静咏),7号房的礼物,检察官内传,深渊
</7号房的礼物>
<被嫌弃的松子的一生>
中谷美纪 Miki Nakatani,演员 Actor/Actress (饰 川尻松子),被嫌弃的松子的一生,午夜凶铃,仁医
永山瑛太 Eita,演员 Actor (饰 川尻笙),被嫌弃的松子的一生,交响情人梦,最完美的离婚
香川照之 Teruyuki Kagawa,演员 Actor (饰 川尻纪夫),被嫌弃的松子的一生,鬼子来了,半泽直树
市川实日子 Mikako Ichikawa,演员 Actress (饰 川尻久美),被嫌弃的松子的一生,非自然死亡,凪的新生活
伊势谷友介 Yûsuke Iseya,演员 Actor (饰 龙洋一),被嫌弃的松子的一生,恶童,浪客剑心：京都大火篇
柄本明 Akira Emoto,演员 Actor (饰 川尻恒造),小偷家族,被嫌弃的松子的一生,哪啊哪啊神去村
黑泽明日香 Asuka Kurosawa,演员 Actress (饰 泽村惠),被嫌弃的松子的一生,昼颜,冰冷热带鱼
荒川良良 YosiYosi Arakawa,演员 Actor (饰 岛津贤治),被嫌弃的松子的一生,盗钥匙的方法,重版出来！
柴崎幸 Kou Shibasaki,演员 Actress (饰 渡边明日香),被嫌弃的松子的一生,大逃杀,嫌疑人X的献身
土屋安娜 Anna Tsuchiya,演员 Actress (饰 女囚C),被嫌弃的松子的一生,花魁,下妻物语
奥之矢佳奈 Kana Okunoya,演员 Actress (饰 川尻松子(少年)),被嫌弃的松子的一生,樱桃小丸子 真人版1
谷原章介 Shôsuke Tanihara,演员 Actor (饰 佐伯俊二),被嫌弃的松子的一生,天使之恋,爱情洗牌
武田真治 Shinji Takeda,演员 Actor (饰 小野寺保),被嫌弃的松子的一生,凪的新生活,萤之光
片平渚 Nagisa Katahira,自己 Self,被嫌弃的松子的一生,凪的新生活,亲密姐妹
宫藤官九郎 Kankurô Kudô,演员 Actor (饰 八女川彻也),被嫌弃的松子的一生,四重奏,坏孩子的天空
角野卓造 Takuzô Kadono,演员 Actor (饰 田所文夫),被嫌弃的松子的一生,律政英雄,行骗天下JP：英雄篇
田中要次 Yôji Tanaka,演员 Actor (饰 自己),被嫌弃的松子的一生,菊次郎的夏天,杀死比尔
木村凯拉 Kaela Kimura,演员 Actress (饰 明星),被嫌弃的松子的一生,樱桃小丸子 真人版1,重金摇滚双面人
谷中敦 Atsushi Yanaka,演员 Actor (饰 赤木),被嫌弃的松子的一生,大豆田永久子与三名前夫,狸御殿
剧团一人 Gekidan Hitori,演员 Actor (饰 冈野健夫),被嫌弃的松子的一生,金色梦乡,家族之苦2
君岛萌 Moe Kimishima,演员 Actress (饰 AV女演员),被嫌弃的松子的一生,桃のささやき,美女と湯けむり
阿井莉沙 Risa Ai,演员 Actress (饰 歌手),被嫌弃的松子的一生,我的机器人女友,涉谷15
木野花 Hana Kino,演员 Actress (饰 警察),被嫌弃的松子的一生,盗钥匙的方法,东京大饭店
山下容莉枝 Yorie Yamashita,演员 Actress (饰 女囚B),被嫌弃的松子的一生,侧耳倾听,白夜行
竹山隆范 Takanori Takeyama,演员 Actor (饰 杉下),被嫌弃的松子的一生,折翼的天使们,老师与流浪猫
浅田香织 Bonnie Pink,演员 Actress (饰 绫乃),被嫌弃的松子的一生
渡边哲 Tetsu Watanabe,演员 Actor (饰 汐见),被嫌弃的松子的一生,幽灵公主,猫的报恩
镰田小惠子 Lily,演员 Actress (饰 楠木亚也子),被嫌弃的松子的一生,半泽直树,深夜食堂
广川淳 Jun Hirokawa,演员 Actor (饰 少年龙洋一),被嫌弃的松子的一生
畠山明子 Akiko Hatakeyama,演员 Actress,被嫌弃的松子的一生,诈欺游戏,即使这样也不是我做的
照屋年之 Gori,演员 Actor (饰 大仓修二),被嫌弃的松子的一生,花魁,河童之夏
三浦萌 Moe Miura,演员 Actress (饰 Wakana),被嫌弃的松子的一生,喂帅哥！！,东京吸血鬼酒店
大久保佳代子 Kaiyoko Okubo,演员 Actress (饰 冈野芳江),被嫌弃的松子的一生,紧急审讯室3,猫咪后院之家
甲本雅裕 Masahiro Kômoto,演员 Actor,被嫌弃的松子的一生,神探伽利略,深夜食堂2
鸣海刚 Gô Narumi,演员 Actor,被嫌弃的松子的一生,侠盗石川,假面骑士Kabuto
武野功雄 Isao Takeno,演员 Actor,被嫌弃的松子的一生,白夜行,天国与地狱
星遥子 Yôko Hoshi,演员 Actress,被嫌弃的松子的一生,寒蝉鸣泣之时,不贞的季节
木村绿子 Midoriko Kimura,演员 Actress (饰 川尻多恵),被嫌弃的松子的一生,海街日记,花与爱丽丝
佐藤佐吉 Sakichi Satô,演员 Actor,被嫌弃的松子的一生,杀死比尔,杀死比尔2
苍井空 Sola Aoi,演员 Actress,被嫌弃的松子的一生,神探伽利略,荷尔蒙
本田博太郎 Hirotarô Honda,自己 Self,被嫌弃的松子的一生,校对女孩河野悦子,下妻物语
岛田久作 Kyûsaku Shimada,演员 Actor (饰 牧师),被嫌弃的松子的一生,迪迦奥特曼,南极料理人
松下萌子 Moeko Matsushita,演员 Actress,被嫌弃的松子的一生,美少女战士真人版,美少女战士 Sailor Moon Act Zero
滨田麻里 Mari Hamada,演员 Actress (饰 川尻悦子),被嫌弃的松子的一生,重版出来！,丈夫得了抑郁症
菅原卓磨 Takuma Sugawara,演员 Actor,被嫌弃的松子的一生,SPEC,离婚活动
宫城孔明 Yoshiaki Miyagi,演员 Actor,被嫌弃的松子的一生,一吻定情2,还有第11人！
</被嫌弃的松子的一生>
<蝙蝠侠：黑暗骑士崛起>
克里斯蒂安·贝尔 Christian Bale,演员 Actor (饰 布鲁斯·韦恩 / 蝙蝠侠 Bruce Wayne / Batman),蝙蝠侠：黑暗骑士,哈尔的移动城堡,致命魔术
汤姆·哈迪 Tom Hardy,演员 Actor (饰 贝恩 Bane),盗梦空间,毒液：致命守护者,蝙蝠侠：黑暗骑士崛起
安妮·海瑟薇 Anne Hathaway,演员 Actress (饰 塞琳娜·凯尔 / 猫女 Selina / Catwoman),星际穿越,蝙蝠侠：黑暗骑士崛起,穿普拉达的女王
约瑟夫·高登-莱维特 Joseph Gordon-Levitt,演员 Actor (饰 约翰·布莱克 Blake),盗梦空间,利刃出鞘,蝙蝠侠：黑暗骑士崛起
玛丽昂·歌迪亚 Marion Cotillard,演员 Actress (饰 米兰达·泰特 Miranda),盗梦空间,蝙蝠侠：黑暗骑士崛起,大鱼
加里·奥德曼 Gary Oldman,演员 Actor (饰 高登局长 Commissioner Gordon),这个杀手不太冷,蝙蝠侠：黑暗骑士,哈利·波特与死亡圣器(下)
迈克尔·凯恩 Michael Caine,演员 Actor (饰 阿尔弗雷德 Alfred),盗梦空间,星际穿越,蝙蝠侠：黑暗骑士
摩根·弗里曼 Morgan Freeman,演员 Actor (饰 福克斯 Fox),肖申克的救赎,蝙蝠侠：黑暗骑士,七宗罪
朱诺·坦普尔 Juno Temple,演员 Actress (饰 珍 Jen),蝙蝠侠：黑暗骑士崛起,赎罪,沉睡魔咒
乔什·平茨 Josh Pence,演员 Actor (饰 年轻的拉斯·阿勒古尔 Young Ra&#39;s Al Ghul),爱乐之城,蝙蝠侠：黑暗骑士崛起,社交网络
丹尼尔·逊亚塔 Daniel Sunjata,演员 Actor (饰 琼斯上尉 Captain Jones),蝙蝠侠：黑暗骑士崛起,穿普拉达的女王,千谎百计 第一季
内斯特·卡博内尔 Nestor Carbonell,演员 Actor (饰 市长 Mayor),蝙蝠侠：黑暗骑士,蝙蝠侠：黑暗骑士崛起,疑犯追踪 第三季
伯恩·戈曼 Burn Gorman,演员 Actor (饰 斯特莱佛 Stryver),蝙蝠侠：黑暗骑士崛起,环太平洋,环太平洋：雷霆再起
连姆·尼森 Liam Neeson,演员 Actor (饰 拉斯·阿勒古尔 Ra&#39;s Al Ghul),辛德勒的名单,真爱至上,蝙蝠侠：黑暗骑士崛起
乔伊·金 Joey King,演员 Actress (饰 老监狱的孩子 Older Prison Child),蝙蝠侠：黑暗骑士崛起,招魂,子弹列车
艾丹·吉伦 Aidan Gillen,演员 Actor (饰 中央情报局操作员 CIA Op),蝙蝠侠：黑暗骑士崛起,波西米亚狂想曲,权力的游戏 第一季
基里安·墨菲 Cillian Murphy,演员 Actor (饰 Dr. Jonathan Crane / Scarecrow),盗梦空间,蝙蝠侠：黑暗骑士,蝙蝠侠：黑暗骑士崛起
乔什·斯图沃特 Josh Stewart,演员 Actor (饰 巴萨 Barsad),星际穿越,本杰明·巴顿奇事,蝙蝠侠：黑暗骑士崛起
马修·莫迪恩 Matthew Modine,演员 Actor (饰 福利 Foley),蝙蝠侠：黑暗骑士崛起,奥本海默,诺丁山
本·门德尔森 Ben Mendelsohn,演员 Actor (饰 达格特 Daggett),头号玩家,蝙蝠侠：黑暗骑士崛起,蜘蛛侠：英雄远征
金锋 Feng Jin,配音 Voice,蝙蝠侠：黑暗骑士崛起,了不起的盖茨比,蜘蛛侠
本·科尼什 Ben Cornish,演员 Actor (饰 Trader #2),蝙蝠侠：黑暗骑士崛起,无耻之徒(美版) 第一季,惊声尖笑5
克莱尔·茱莉安 Claire Julien,演员 Actress (饰 Maid #3),蝙蝠侠：黑暗骑士崛起,珠光宝气,Phoenix: Chloroform
伊恩·鲍汉 Ian Bohen,演员 Actor (饰 Gordons Cop),蝙蝠侠：黑暗骑士崛起,珍珠港,越狱 第一季
威廉姆·德瓦内 William Devane,演员 Actor (饰 President),星际穿越,蝙蝠侠：黑暗骑士崛起,透明人
罗伯特·维斯多姆 Robert Wisdom,演员 Actor (饰 Army Captain at Bridge),蝙蝠侠：黑暗骑士崛起,变脸,千谎百计 第一季
弗瑞德里克·林恩 Fredric Lehne,演员 Actor (饰 Exchange Security Chief),蝙蝠侠：黑暗骑士崛起,黑衣人,马戏之王
罗伯·布朗 Rob Brown,演员 Actor (饰 Allen),蝙蝠侠：黑暗骑士崛起,卡特教练,唐璜
艾伦·萨吉尼亚 Alan Saginian,演员 Actor (饰 Thug),蝙蝠侠：黑暗骑士崛起,单身毒妈 第一季,单身毒妈  第二季
约翰·诺兰 John Nolan,演员 Actor (饰 Fredericks),蝙蝠侠：黑暗骑士崛起,敦刻尔克,蝙蝠侠：侠影之谜
加里·西弗斯 Gary Sievers,演员 Actor (饰 囚犯),致命魔术,蝙蝠侠：黑暗骑士崛起,加勒比海盗2：亡灵的宝藏
约翰·麦克米兰 John MacMillan,演员 Actor (饰 Analyst #2),蝙蝠侠：黑暗骑士崛起,神探夏洛克 第一季,沉睡魔咒
杰克·卡鲁索 Jake Canuso,演员 Actor (饰 Waiter in Florence Café),蝙蝠侠：黑暗骑士崛起,空战英豪,圣经故事
迪索·拉莫斯 Diezel Ramos,演员 Actor (饰 Prison Guard),蝙蝠侠：黑暗骑士崛起,银河护卫队,钢铁侠3
杰伊·本尼迪克特 Jay Benedict,演员 Actor (饰 Rich Twit),蝙蝠侠：黑暗骑士崛起,伦敦谍影,百岁老人跷家去
英迪娅·沃兹沃思 India Wadsworth,演员 Actress (饰 Warlord&#39;s Daughter),蝙蝠侠：黑暗骑士崛起,飞天大盗  第七季,唇齿之间 第一季
托马斯·图尔 Thomas Tull,演员 Actor (饰 Gotham Rogues Owner),盗梦空间,星际穿越,蝙蝠侠：黑暗骑士崛起
阿拉米斯·奈特 Aramis Knight,演员 Actor (饰 Kid with Apple),蝙蝠侠：黑暗骑士崛起,安德的游戏,波士顿法律 第一季
特雷弗·怀特 Trevor White,演员 Actor (饰 Yuppie),蝙蝠侠：黑暗骑士崛起,谍影重重5,唐顿庄园 第二季
约瑟夫·莱尔·泰勒 Joseph Lyle Taylor,演员 Actor (饰 DWP Man),蝙蝠侠：黑暗骑士崛起,七个神经病,豪斯医生 第一季
阿隆·阿布布尔 Alon Aboutboul,演员 Actor (饰 Dr. Pavel),蝙蝠侠：黑暗骑士崛起,伦敦陷落,第一滴血3
布莱特·卡伦 Brett Cullen,演员 Actor (饰 Congressman),小丑,蝙蝠侠：黑暗骑士崛起,灵魂战车
拉塞尔·巴洛格 Russell Balogh,演员 Actor (饰 Museum Ball Guest),蝙蝠侠：黑暗骑士崛起,007：大破天幕杀机,绅士们
艾捷拉·埃文斯 Aja Evans,演员 Actress (饰 Greeter at Museum),蝙蝠侠：黑暗骑士崛起,商标的世界,好汉两个半 第三季
雷吉·李 Reggie Lee,演员 Actor (饰 Ross),蝙蝠侠：黑暗骑士崛起,加勒比海盗2：亡灵的宝藏,加勒比海盗3：世界的尽头
托马斯·列农 Thomas Lennon,演员 Actor (饰 Doctor),蝙蝠侠：黑暗骑士崛起,记忆碎片,变形金刚4：绝迹重生
戴斯蒙德·哈灵顿 Desmond Harrington,演员 Actor (饰 Uniform),蝙蝠侠：黑暗骑士崛起,绯闻女孩  第二季,绯闻女孩  第三季
汤姆·康蒂 Tom Conti,演员 Actor (饰 Prisoner),蝙蝠侠：黑暗骑士崛起,奥本海默,帕丁顿熊2
大卫·莫纳汉 David Monahan,演员 Actor (饰 Applied Sciences Tech #2),蝙蝠侠：黑暗骑士崛起,大小谎言 第一季,复仇  第一季
韦德·威廉姆斯 Wade Williams,演员 Actor (饰 Warden at Blackgate),毒液：致命守护者,蝙蝠侠：黑暗骑士崛起,西部世界 第一季
</蝙蝠侠：黑暗骑士崛起>
<请以你的名字呼唤我>
艾米·汉莫 Armie Hammer,演员 Actor (饰 奥利弗 Oliver),请以你的名字呼唤我,社交网络,孟买酒店
提莫西·查拉梅 Timothée Chalamet,演员 Actor (饰 埃利奥 Elio),星际穿越,请以你的名字呼唤我,沙丘
迈克尔·斯图巴 Michael Stuhlbarg,演员 Actor (饰 帕尔曼先生 Mr. Perlman),请以你的名字呼唤我,奇异博士,降临
阿蜜拉·卡萨 Amira Casar,演员 Actress (饰 安娜拉 Annella),请以你的名字呼唤我,珍品,地狱解剖
艾斯特·加瑞尔 Esther Garrel,演员 Actress (饰 玛奇娅 Marzia),请以你的名字呼唤我,一日情人,妓院里的回忆
维克图瓦尔·杜布瓦 Victoire Du Bois,演员 Actress (饰 奇娅拉 Chiara),请以你的名字呼唤我,别惹我,我失去了身体
旺妲·卡布里奥罗 Vanda Capriolo,演员 Actress (饰 玛法达 Mafalda),请以你的名字呼唤我
安东尼奥·里莫尔迪 Antonio Rimoldi,演员 Actor (饰 安奇斯 Anchiese),请以你的名字呼唤我
埃琳娜·布奇 Elena Bucci,演员 Actress (饰 艺术史学家 Art Historian 1),请以你的名字呼唤我,假日惊情,雷
马可·斯格罗索 Marco Sgrosso,演员 Actor (饰 艺术史学家 Art Historian 2),请以你的名字呼唤我
安德烈·艾席蒙 André Aciman,演员 Actor (饰 穆尼尔 Mounir),请以你的名字呼唤我,未定名请以你的名字呼唤我续集
彼得·斯皮尔斯 Peter Spears,演员 Actor (饰 艾萨克 Isaac),请以你的名字呼唤我,无依之地,爱是妥协
</请以你的名字呼唤我>
<爱在黎明破晓前>
伊桑·霍克 Ethan Hawke,演员 Actor (饰 Jesse),死亡诗社,爱在黎明破晓前,爱在日落黄昏时
朱莉·德尔佩 Julie Delpy,演员 Actress (饰 Céline),爱在黎明破晓前,爱在日落黄昏时,复仇者联盟2：奥创纪元
安德莉亚·埃克特 Andrea Eckert,演员 Actress (饰 Wife on Train),爱在黎明破晓前,耀眼女子,莱茵伯格家族
汉诺·波西尔 Hanno Pöschl,演员 Actor (饰 Husband on Train),爱在黎明破晓前,007之黎明生机,雾港水手
卡尔·布拉克施魏格尔 Karl Bruckschwaiger,演员 Actor,爱在黎明破晓前
特克斯·鲁比诺威茨 Tex Rubinowitz,演员 Actor,爱在黎明破晓前
埃尔尼·曼戈尔德 Erni Mangold,演员 Actress (饰 Palm Reader),爱在黎明破晓前,北壁,柏林的女人
多米尼克·卡斯特尔 Dominik Castell,演员 Actor/Actress,爱在黎明破晓前,宽恕与原谅,空中救援队
海蒙·玛丽亚·巴汀格 Haymon Maria Buttinger,演员 Actor,爱在黎明破晓前,芬兰的汤姆,维也纳血案 第二季
哈拉尔德·魏格莱因 Harald Waiglein,演员 Actor,爱在黎明破晓前
汉斯·魏因加特纳 Hans Weingartner,演员 Actor,爱在黎明破晓前,303,替天行道三人行
彼得·艾利·休默 Peter Ily Huemer,演员 Actor/Actress,爱在黎明破晓前,亲吻老爸说晚安,Die Mädchenfalle - Der Tod kommt online
休伯特·法比安·库尔特勒 Hubert Fabian Kulterer,演员 Actor/Actress,爱在黎明破晓前,展览的图像
约翰·斯洛斯 John Sloss,演员 Actor (饰 Cafe Patron),绿皮书,爱在黎明破晓前,爱在日落黄昏时
克里斯蒂安·安科维奇 Christian Ankowitsch,演员 Actor/Actress,爱在黎明破晓前
亚当·戈德堡 Adam Goldberg,演员 Actor (饰 Man Sleeping on Train),美丽心灵,爱在黎明破晓前,拯救大兵瑞恩
保罗·波伊特 Paul Poet,演员 Actor/Actress,爱在黎明破晓前,掩蔽门限,外国佬滚出去！
金·克里桑 Kim Krizan,演员 Actor/Actress,爱在黎明破晓前,爱在日落黄昏时,爱在午夜降临前
</爱在黎明破晓前>
<剪刀手爱德华>
约翰尼·德普 Johnny Depp,演员 Actor (饰 Edward Scissorhands),剪刀手爱德华,加勒比海盗,神奇动物在哪里
薇诺娜·瑞德 Winona Ryder,演员 Actress (饰 Kim),剪刀手爱德华,黑天鹅,怪奇物语 第一季
黛安·韦斯特 Dianne Wiest,演员 Actress (饰 Peg),剪刀手爱德华,我是山姆,骡子
安东尼·迈克尔·豪尔 Anthony Michael Hall,演员 Actor (饰 Jim),蝙蝠侠：黑暗骑士,剪刀手爱德华,废柴联盟 第一季
凯西·贝克 Kathy Baker,演员 Actress (饰 Joyce),剪刀手爱德华,冷山,我在雨中等你
罗伯特·奥利维里 Robert Oliveri,演员 Actor (饰 Kevin),剪刀手爱德华,亲爱的，我把孩子缩小了,亲爱的，我把孩子放大了
康查塔·费雷尔 Conchata Ferrell,演员 Actress (饰 Helen),剪刀手爱德华,老友记  第六季,K星异客
卡罗琳·阿隆 Caroline Aaron,演员 Actress (饰 Marge),剪刀手爱德华,西雅图未眠夜,了不起的麦瑟尔夫人 第一季
迪克·安东尼·威廉姆斯 Dick Anthony Williams,演员 Actor (饰 Officer Allen),剪刀手爱德华,热天午后,X档案 第一季
澳澜·琼斯 O-Lan Jones,演员 Actress (饰 Esmeralda),楚门的世界,剪刀手爱德华,佩小姐的奇幻城堡
文森特·普莱斯 Vincent Price,演员 Actor (饰 The Inventor),剪刀手爱德华,文森特,十诫
艾伦·阿金 Alan Arkin,演员 Actor (饰 Bill),剪刀手爱德华,千钧一发,逃离德黑兰
苏珊·布洛马特 Susan Blommaert,演员 Actress (饰 Tinka),剪刀手爱德华,疾速追杀3,醉乡民谣
约翰·戴维森 John Davidson,演员 Actor (饰 Host-TV),剪刀手爱德华,大饭店 第一季,国际机场1979
布莱恩·拉肯 Bryan Larkin,演员 Actor (饰 Max),剪刀手爱德华,盲女凶杀案,特种部队的崛起
Victoria Price Victoria Price,演员 Actor/Actress (饰 TV Newswoman),剪刀手爱德华,人物传奇,Johnny Depp: Under His Skin
Stuart Lancaster Stuart Lancaster,演员 Actor/Actress (饰 Retired Man),剪刀手爱德华,白头神探,小野猫公路历险记
Gina Gallagher Gina Gallagher,演员 Actor/Actress (饰 Granddaughter),剪刀手爱德华,老大靠边闪,爱丽丝
阿隆·鲁斯汀 Aaron Lustig,演员 Actor (饰 Psychologist),剪刀手爱德华,后天,变形金刚2
阿兰·弗吉 Alan Fudge,演员 Actor (饰 Loan Officer),剪刀手爱德华,老爸老妈的浪漫史 第三季,缺席的人
史蒂文·布里尔 Steven Brill,演员 Actor/Actress (饰 Dishwasher Man),剪刀手爱德华,性、谎言和录像带,一夜大肚
Peter Palmer Peter Palmer,演员 Actor/Actress (饰 Editor),剪刀手爱德华,查理的天使 第一季,陆军野战医院 第一季
马克·麦考利 Marc Macaulay,演员 Actor (饰 Reporter),楚门的世界,剪刀手爱德华,为奴十二年
唐娜·派洛尼 Donna Pieroni,演员 Actress (饰 Blonde / TV),剪刀手爱德华,破产姐妹 第三季,好想做一次 第一季
Ken DeVaul Ken DeVaul,演员 Actor/Actress (饰 Policeman),剪刀手爱德华
Kathy Dombo Kathy Dombo,演员 Actor/Actress (饰 Other Teen),剪刀手爱德华,The New Leave It to Beaver
Tabetha Thomas Tabetha Thomas,演员 Actor/Actress (饰 Little Girl on Bike),剪刀手爱德华
尼克·卡特 Nick Carter,演员 Actor (饰 Neighborhood Extra),剪刀手爱德华,世界末日,急速杀机
布雷特·赖斯 Brett Rice,演员 Actor,阿甘正传,剪刀手爱德华,萨利机长
</剪刀手爱德华>
<断背山>
希斯·莱杰 Heath Ledger,演员 Actor (饰 恩尼斯·德·玛尔 Ennis Del Mar),蝙蝠侠：黑暗骑士,断背山,我恨你的十件事
杰克·吉伦哈尔 Jake Gyllenhaal,演员 Actor (饰 杰克·特威斯特 Jack Twist),源代码,断背山,蜘蛛侠：英雄远征
米歇尔·威廉姆斯 Michelle Williams,演员 Actress (饰 阿尔玛 Alma),禁闭岛,毒液：致命守护者,断背山
安妮·海瑟薇 Anne Hathaway,演员 Actress (饰 露琳·纽瑟姆 Lureen Newsome),星际穿越,蝙蝠侠：黑暗骑士崛起,穿普拉达的女王
凯特·玛拉 Kate Mara,"演员 Actress (饰 小阿尔玛，19岁 Alma Jr., Age 19)",火星救援,断背山,钢铁侠2
兰迪·奎德 Randy Quaid,演员 Actor/Actress (饰 乔·阿吉雷 Joe Aguirre),断背山,独立日,纸月亮
琳达·卡德里尼 Linda Cardellini,演员 Actress (饰 凯西 Cassie),绿皮书,复仇者联盟4：终局之战,断背山
安娜·法瑞丝 Anna Faris,演员 Actor/Actress (饰 拉夏·马隆 Lashawn Malone),断背山,迷失东京,独裁者
格拉汉姆·贝克尔 Graham Beckel,演员 Actor (饰 L·D·纽瑟姆 L.D. Newsome),断背山,珍珠港,金蝉脱壳
斯科特·迈克尔·坎贝尔 Scott Michael Campbell,演员 Actor (饰 门罗 Monroe),断背山,虎胆龙威5,无耻之徒(美版) 第九季
大卫·哈伯 David Harbour,演员 Actor (饰 兰达尔·马隆 Randall Malone),断背山,怪奇物语 第一季,自杀小队
罗伯塔·马克斯韦尔 Roberta Maxwell,演员 Actress (饰 杰克的母亲 Jack&#39;s Mother),断背山,费城故事,死囚漫步
皮特·麦克罗比 Peter McRobbie,演员 Actor (饰 约翰·特威斯特 John Twist),断背山,蜘蛛侠2,间谍之桥
夏恩·希尔 Cheyenne Hill,"演员 Actress (饰 小阿尔玛，13岁 Alma Jr., Age 13)",断背山,Goose on the Loose
布鲁克琳·普劳克斯 Brooklynn Proulx,"演员 Actor/Actress (饰 珍妮，4岁 Jenny, Age 4)",断背山,时间旅行者的妻子,食人鱼3D
杰克·丘奇 Jake Church,"演员 Actor (饰 鲍比，10岁 Bobby, Age 10)",断背山
罗德里戈·普列托 Rodrigo Prieto,演员 Actor (饰 年轻的墨西哥人 Young Mexican),色，戒,断背山,芭比
</断背山>
<入殓师>
本木雅弘 Masahiro Motoki,演员 Actor (饰 小林大悟),入殓师,恶童,夜·上海
广末凉子 Ryoko Hirosue,演员 Actress (饰 小林美香),入殓师,胜者即是正义2,花与爱丽丝
山崎努 Tsutomu Yamazaki,演员 Actor (饰 佐佐木生荣),入殓师,祈祷落幕时,影武者
吉行和子 Kazuko Yoshiyuki,演员 Actress (饰 山下艳子),入殓师,菊次郎的夏天,崖上的波妞
笹野高史 Takashi Sasano,演员 Actor (饰 平田正吉),入殓师,功夫熊猫,假面饭店
余贵美子 Kimiko Yo,演员 Actress (饰 上村百合子),入殓师,横道世之介,寄生兽
杉本哲太 Tetta Sugimoto,演员 Actor,入殓师,关于莉莉周的一切,我的初恋情人
小越勇辉 Yûki Ogoe,演员 Actor,入殓师,意外的幸运签,咖啡遇上香草
橘由加莉 Yukari Tachibana,演员 Actress,入殓师,1公升的泪,阿修罗
峰岸彻 Tôru Minegishi,演员 Actor,入殓师,新宿事件,绅士刑警
宫田早苗 Sanae Miyata,演员 Actor/Actress (饰 富樫),入殓师,深夜食堂2,转转
吴永庆 Yongqing Wu,配音 Voice,布达佩斯大饭店,入殓师,变相怪杰
高田裕司 Takada Yuuji,演员 Actor,入殓师,半泽直树,名侦探柯南
杨鸣 ,配音 Voice (配 小林美香),你的名字。,入殓师,阿丽塔：战斗天使
王晓巍 ,配音 Voice (配 上村百合子),头号玩家,海王,信条
杨波 ,配音 Voice (配 佐佐木生荣),入殓师,神奇动物：格林德沃之罪,小黄人大眼萌
高晗 ,配音 Voice,你的名字。,入殓师,阿丽塔：战斗天使
牟珈论 ,配音 Voice (配 妻子),你的名字。,入殓师,阿丽塔：战斗天使
</入殓师>
<第六感>
布鲁斯·威利斯 Bruce Willis,演员 Actor,低俗小说,第六感,十二猴子
海利·乔·奥斯蒙 Haley Joel Osment,演员 Actor,阿甘正传,第六感,人工智能
托妮·科莱特 Toni Collette,演员 Actress,利刃出鞘,第六感,玛丽和马克思
奥莉维亚·威廉姆斯 Olivia Williams,演员 Actress,第六感,困在时间里的父亲,X战警3：背水一战
唐尼·沃尔伯格 Donnie Wahlberg,演员 Actor,第六感,死寂,电锯惊魂2
特拉沃·摩根 Trevor Morgan,演员 Actor,第六感,侏罗纪公园3,爱国者
彼得·安东尼·唐伯蒂斯 Peter Anthony Tambakis,演员 Actor,第六感,赎金,圣徒指南
格伦·菲茨杰拉德 Glenn Fitzgerald,演员 Actor,第六感,冰风暴,底特律
米莎·巴顿 Mischa Barton,演员 Actress,第六感,诺丁山,橘子郡男孩  第一季
法尔德斯·巴姆 Firdous Bamji,演员 Actor,第六感,不死劫,法律与秩序 第一季
